id,isbn,penulis,tahun,judul,gambar,stok
197,385517238,John Grisham,2006,The Innocent Man,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,101
198,000100039X,Kahlil Gibran,1923,The Prophet,https://images.gr-assets.com/books/1355046521m/2547.jpg,721
199,553392425,Robin Hobb,2014,Fool's Assassin,https://images.gr-assets.com/books/1393886110m/19288321.jpg,29
200,765316889,Brandon Sanderson,2007,,https://images.gr-assets.com/books/1480717596m/68429.jpg,60
201,316341517,"Edith Hamilton, Steele Savage",1942,Mythology,https://images.gr-assets.com/books/1305000423m/23522.jpg,111
202,679731210,"Giuseppe Tomasi di Lampedusa, Archibald Colquhoun",1958,Il Gattopardo,https://images.gr-assets.com/books/1376481466m/625094.jpg,219
203,1455539740,"Lin-Manuel Miranda, Jeremy McCarter",2016,Hamilton: The Revolution,https://images.gr-assets.com/books/1451400644m/26200563.jpg,12
204,590554085,Tamora Pierce,1997,Sandry's Book,https://images.gr-assets.com/books/1328860148m/58889.jpg,29
205,078948045X,Sarah Simblet,2001,Anatomy for the Artist,https://images.gr-assets.com/books/1309295064m/327242.jpg,5
206,031604279X,Elizabeth Bard,2010,"Lunch in Paris: A Love Story, with Recipes",https://images.gr-assets.com/books/1344266322m/6422680.jpg,34
207,078512179X,"Mark Millar, Steve McNiven, Dexter Vines, Morry Hollowell",2006,Civil War: A Marvel Comics Event,https://images.gr-assets.com/books/1345813608m/91714.jpg,48
208,684856476,Hunter S. Thompson,1998,The Rum Diary,https://images.gr-assets.com/books/1430534762m/18864.jpg,67
209,99435136,Olivia Goldsmith,1992,The First Wives Club,https://images.gr-assets.com/books/1405833638m/202292.jpg,33
210,1400067693,"Elizabeth Strout, Goran Skrobonja",2016,My Name Is Lucy Barton,https://images.gr-assets.com/books/1450653428m/25893709.jpg,49
211,812992180,Rolf Potts,2002,Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,https://images.gr-assets.com/books/1320532720m/100247.jpg,11
212,195019059,"Thomas Malory, Eugène Vinaver",1860,The Story of King Arthur,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,23
213,62278789,Veronica Roth,2013,,https://images.gr-assets.com/books/1372682053m/17383994.jpg,26
214,1592402739,Diablo Cody,2005,Candy Girl,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,21
215,767913736,Candice Millard,2005,The River of Doubt: Theodore Roosevelt's Darkest Journey,https://images.gr-assets.com/books/1430014768m/78508.jpg,24
216,307273601,Mason Currey,2013,Daily Rituals: How Artists Work,https://images.gr-assets.com/books/1344618847m/15799151.jpg,35
217,449911594,Anne Tyler,1982,Dinner at the Homesick Restaurant,https://images.gr-assets.com/books/1502218870m/77699.jpg,67
218,399154388,Clive Cussler,2007,The Chase,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,51
219,399155988,John Sandford,2009,Rough Country,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,27
220,1416950052,Ellen Hopkins,2008,Identical,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,13
221,64400565,"E.B. White, Garth Williams",1945,Stuart Little,https://images.gr-assets.com/books/1347367311m/138959.jpg,88
222,316175676,Eowyn Ivey,2012,The Snow Child,https://images.gr-assets.com/books/1327098624m/11250053.jpg,57
223,545060486,Gordon Korman,2010,The Emperor's Code,https://images.gr-assets.com/books/1357211054m/6545536.jpg,26
224,515135062,Nora Roberts,2002,Three Fates,https://images.gr-assets.com/books/1309201516m/682153.jpg,72
225,1442444924,Andrew  Smith,2013,Winger,https://images.gr-assets.com/books/1367927656m/11861815.jpg,20
226,778326438,Debbie Macomber,2009,Summer On Blossom Street (Blossom Street #6),https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,8
227,618485228,Jhumpa Lahiri,2003,The Namesake,https://images.gr-assets.com/books/1480106986m/33917.jpg,93
228,671742515,Douglas Adams,1988,The Long Dark Tea-Time of the Soul,https://images.gr-assets.com/books/1388257271m/357.jpg,82
229,1594205418,Nick Hornby,2014,Funny Girl,https://images.gr-assets.com/books/1415127744m/22749994.jpg,47
230,470484233,"Rebecca Housel, J. Jeremy Wisnewski, William Irwin",2009,"Twilight and Philosophy: Vampires, Vegetarians, and the Pursuit of Immortality (The Blackwell Philosophy and Pop Culture Series)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,11
231,802136680,Tobias Wolff,1989,This Boy's Life: A Memoir,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,37
232,1553379594,Mélanie Watt,2006,Scaredy Squirrel,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,9
233,151012709,Ted Kerasote,2007,Merle's Door: Lessons from a Freethinking Dog,https://images.gr-assets.com/books/1310704047m/430968.jpg,23
234,843391426X,Charles Bukowski,1989,Hollywood,https://images.gr-assets.com/books/1361998529m/38505.jpg,73
235,545265355,Suzanne Collins,2010,The Hunger Games Box Set,https://images.gr-assets.com/books/1360094673m/7938275.jpg,78
236,345443284,Sue Miller,1998,While I Was Gone,https://images.gr-assets.com/books/1495632082m/5176.jpg,33
237,1595406557,Howard Pyle,1883,The Merry Adventures of Robin Hood,https://images.gr-assets.com/books/1389006722m/93007.jpg,472
238,1594489424,Anne Lamott,2007,Grace [Eventually]: Thoughts on Faith,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,16
239,1416980067,Rachel Renée Russell,2009,Tales from a Not-So-Fabulous Life,https://images.gr-assets.com/books/1370064528m/6054449.jpg,64
240,751537284,Elizabeth Kostova,2005,The Historian,https://images.gr-assets.com/books/1338298031m/10692.jpg,129
241,143036580,"Jeffrey D. Sachs, Bono",2005,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,34
242,446696587,James Patterson,2003,The Lake House,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,52
243,802135226,Jeanette Winterson,1987,The Passion,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,61
244,441104029,Frank Herbert,1976,Children of Dune,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,116
245,440220459,Harlan Coben,1996,Drop Shot,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,60
246,1741661285,John Flanagan,2006,The Sorcerer in the North,https://images.gr-assets.com/books/1327918728m/1524173.jpg,54
247,316113662,"Pseudonymous Bosch, Gilbert Ford",2007,The Name of This Book Is Secret,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,46
248,553212419,Arthur Conan Doyle,1927,"Sherlock Holmes: The Complete Novels and Stories, Volume I",https://images.gr-assets.com/books/1320490450m/3581.jpg,13
249,140446745,"Vincent van Gogh, Ronald de Leeuw, Mark Roskill, Arnold J. Pomerans",1914,The Letters of Vincent van Gogh,https://images.gr-assets.com/books/1328110665m/395233.jpg,32
250,452277752,"Richard Bachman, Stephen King",1985,The Bachman Books,https://images.gr-assets.com/books/1374049003m/10617.jpg,24
251,1416974520,L.J. Smith,2009,"Night World, No. 3",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12
252,525951571,Daniel Suarez,2010,Freedom™,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,25
253,044900063X,Sue Grafton,1991,H is for Homicide,https://images.gr-assets.com/books/1315138195m/102525.jpg,56
254,451461894,Jim Butcher,2008,Small Favor,https://images.gr-assets.com/books/1298085176m/927979.jpg,31
255,553499114,"Amie Kaufman, Jay Kristoff",2015,Illuminae,https://images.gr-assets.com/books/1443433956m/23395680.jpg,37
256,7331908,Bernard Cornwell,2013,The Pagan Lord,https://images.gr-assets.com/books/1370529803m/17853024.jpg,40
257,553351397,"Thich Nhat Hanh, Arnold Kotler, Dalai Lama XIV",1990,Peace Is Every Step: The Path of Mindfulness in Everyday Life,https://images.gr-assets.com/books/1320544155m/14572.jpg,43
258,345479335,R.A. Salvatore,1999,"Vector Prime (Star Wars: The New Jedi Order, #1)",https://images.gr-assets.com/books/1412181316m/192214.jpg,26
259,1421531720,"Matsuri Hino, Tomo Kimura",2008,ヴァンパイア騎士 9,https://images.gr-assets.com/books/1329240058m/6801652.jpg,17
260,670024961,Robert Greene,2012,Mastery,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,23
261,486452433,Thomas Hardy,1895,Jude the Obscure,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,202
262,99489988,Marian Keyes,1995,Watermelon,https://images.gr-assets.com/books/1345767584m/9300.jpg,65
263,399171622,Renee Ahdieh,2016,The Rose & the Dagger,https://images.gr-assets.com/books/1443797156m/23308084.jpg,26
264,374271569,Amy Waldman,2011,The Submission,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,36
265,385722206,"Dai Sijie, Ina Rilke",2000,Balzac et la Petite Tailleuse chinoise,https://images.gr-assets.com/books/1403188885m/533465.jpg,45
266,684865181,Gary Zukav,1989,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,45
267,394720954,Robert A. Caro,2002,Master of the Senate,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,25
268,62377183,Anthony Horowitz,2014,Moriarty,https://images.gr-assets.com/books/1404412525m/22535533.jpg,54
269,64440583,Arnold Lobel,1979,Days with Frog and Toad,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,37
270,618658947,Paul Theroux,1969,The Great Railway Bazaar: By Train Through Asia ,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,59
271,6480098,Robin Hobb,1995,Assassin's Apprentice,https://images.gr-assets.com/books/1320339497m/45107.jpg,108
272,1595328912,"Michael Dante DiMartino, Bryan Konietzko",2006,Avatar: Last Airbender v. 1 (Avatar (Graphic Novels)),https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,8
273,1476706123,Jason  Matthews,2013,Red Sparrow,https://images.gr-assets.com/books/1361806944m/15803037.jpg,25
274,425252868,"Adam Makos, Larry Alexander",2012,A Higher Call: An Incredible True Story of Combat and Chivalry in the War-Torn Skies of World War II,https://images.gr-assets.com/books/1350889524m/15808816.jpg,17
275,812972147,"Anonymous, Richard Francis Burton, A.S. Byatt",800,كِتَاب أَلْف لَيْلَة وَلَيْلَة‎‎ [kitāb ʾalf layla wa-layla],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,832
276,747549923,"Hubert Selby Jr., Gilbert Sorrentino",1964,Last Exit to Brooklyn,https://images.gr-assets.com/books/1362815242m/50275.jpg,68
277,226500667,Norman Maclean,1976,A River Runs Through It and Other Stories,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,32
278,451234871,Rachel Caine,2011,Last Breath,https://images.gr-assets.com/books/1327900044m/10549501.jpg,21
279,441627404,T.H. White,1958,The Once and Future King,https://images.gr-assets.com/books/1338741283m/43545.jpg,109
280,156389226X,"Neil Gaiman, Kelley Jones, Charles Vess, Colleen Doran, Malcolm Jones III, Steve Erickson",1991,The Sandman: Dream Country,https://images.gr-assets.com/books/1402485052m/25100.jpg,50
281,451458125,Jim Butcher,2001,Fool Moon ,https://images.gr-assets.com/books/1345556849m/91477.jpg,59
282,310214696,"Ben Carson, Cecil Murphey",1990,Gifted Hands: The Ben Carson Story,https://images.gr-assets.com/books/1331248043m/18422.jpg,36
283,1573227889,Sarah Waters,1998,Tipping the Velvet,https://images.gr-assets.com/books/1388633460m/56373.jpg,58
284,345417968,John Irving,1974,The 158-Pound Marriage,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,47
285,300115466,"Jean-Paul Sartre, Arlette Elkaïm-Sartre, Annie Cohen-Solal, Carol Macomber",1946,L'Existentialisme est un humanisme ,https://images.gr-assets.com/books/1328870158m/51985.jpg,78
286,1402735421,Jenő Barcsay,1953,Művészeti Anatómia,https://images.gr-assets.com/books/1328858785m/327246.jpg,14
287,345543122,"Janet Evanovich, Lee Goldberg",2014,,https://images.gr-assets.com/books/1410763754m/21530229.jpg,22
288,755300203,"James Patterson, Andrew Gross",2003,The Jester,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,52
289,543904709,Susan Coolidge,1872,What Katy Did  ,https://images.gr-assets.com/books/1327538133m/730501.jpg,193
290,1607062607,"John Layman, Rob Guillory",2010,International Flavor,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,11
291,321107217,Charles Dickens,1854,Hard Times: For These Times,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,773
292,1439191379,Richard Paul Evans,2011,Miles to Go,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,18
293,1593074492,"Joss Whedon, Brett Matthews, Will Conrad",2006,"Those Left Behind (Serenity, #1)",https://images.gr-assets.com/books/1403203994m/133765.jpg,10
294,380016648,Roger Zelazny,1976,The Hand of Oberon - The Courts of Chaos ,https://images.gr-assets.com/books/1417644788m/116982.jpg,56
295,316201642,"J.J. Abrams, Doug Dorst",2013,S.,https://images.gr-assets.com/books/1378767595m/17860739.jpg,24
296,553447432,Matthew Desmond,2016,Evicted: Poverty and Profit in the American City,https://images.gr-assets.com/books/1453060710m/25852784.jpg,16
297,671729446,V.C. Andrews,1985,Heaven,https://images.gr-assets.com/books/1321683934m/787660.jpg,52
298,7157150,C.S. Lewis,1938,Out of the Silent Planet,https://images.gr-assets.com/books/1310984018m/25350.jpg,119
299,1401204589,"Brad Meltzer, Rags Morales, Michael Bair, Joss Whedon",2004,Identity Crisis,https://images.gr-assets.com/books/1327948044m/26085.jpg,19
300,110194661X,Nathan  Hill,2016,The Nix,https://images.gr-assets.com/books/1474083394m/28251002.jpg,34
301,1416509879,Kresley Cole,2006,A Hunger Like No Other,https://images.gr-assets.com/books/1357616154m/14384.jpg,52
302,1501116975,"Isabel Allende, Nick Caistor, Amanda Hopkinson",2015,El amante japonés,https://images.gr-assets.com/books/1501991754m/25152052.jpg,57
303,1600964338,"Leo Tolstoy, Aylmer Maude",1886,Смерть Ивана Ильича,https://images.gr-assets.com/books/1336967150m/18386.jpg,438
304,671019759,Linda Howard,1994,Dream Man,https://images.gr-assets.com/books/1349066255m/72623.jpg,42
305,385532458,John Grisham,2008,Ford County,https://images.gr-assets.com/books/1320454906m/6398972.jpg,56
306,140236236,Pat Barker,1991,Regeneration,https://images.gr-assets.com/books/1365925619m/5872.jpg,49
307,441013813,Patricia Briggs,2006,Moon Called,https://images.gr-assets.com/books/1272070347m/71811.jpg,48
308,345388666,David Eddings,1993,The Shining Ones,https://images.gr-assets.com/books/1403187182m/243298.jpg,36
309,60766247,"Joseph Delaney, Patrick  Arrasmith",2007,Night of the Soul Stealer,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,56
310,385732953,Sydney Taylor,1951,All-of-a-Kind Family,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,31
311,345522494,Kevin Hearne,2011,"Hexed (Iron Druid Chronicles, #2)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,29
312,812511816,Robert Jordan,1990,The Eye of the World,https://images.gr-assets.com/books/1337818095m/228665.jpg,94
313,439405572,Kathryn Lasky,2003,The Capture,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,52
314,1416963960,Holly Black,2010,White Cat,https://images.gr-assets.com/books/1358274572m/6087756.jpg,35
315,674024451,"Walter Benjamin, Michael W. Jennings, Brigid Doherty, Edmund F.N. Jephcott, Rodney Livingstone, Howard Eiland, Thomas Y. Levin",1936,Das Kunstwerk im Zeitalter seiner technischen Reproduzierbarkeit,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,20
316,345539788,Pierce Brown,2014,Red Rising,https://images.gr-assets.com/books/1461354651m/15839976.jpg,83
317,1932796789,"Margaret Weis, Tracy Hickman",1985,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,60
318,006178320X,Jeaniene Frost,2012,"Once Burned (Night Prince, #1)",https://images.gr-assets.com/books/1335738276m/7039218.jpg,23
319,1582349177,Mary Hoffman,2002,City of Masks,https://images.gr-assets.com/books/1294870497m/86737.jpg,52
320,2070364232,"René Goscinny, Jean-Jacques Sempé",1959,Le Petit Nicolas,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,81
321,91879205,Michael J. Fox,2002,Lucky Man,https://images.gr-assets.com/books/1398617130m/133729.jpg,45
322,805445528,Beth Moore,1999,Breaking Free,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,18
323,64431436,Esphyr Slobodkina,1938,"Caps for sale: a tale of a peddler, some monkeys and their monkey business",https://images.gr-assets.com/books/1348541342m/775597.jpg,56
324,670037605,Nathaniel Philbrick,2006,"Mayflower: A Story of Courage, Community, and War",https://images.gr-assets.com/books/1474488130m/4820.jpg,35
325,743484339,Mary Higgins Clark,1997,Pretend You Don't See Her,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,78
326,812995228,Julia Pierpont,2015,Parmi les dix milliers de choses,https://images.gr-assets.com/books/1464907467m/23503361.jpg,19
327,446615625,David Baldacci,2005,The Camel Club,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,90
328,1844080382,"Daphne du Maurier, Sally Beauman",1938,Rebecca,https://images.gr-assets.com/books/1327871977m/12873.jpg,306
